src_ip,dst_ip,src_port,dst_port,protocol,packet_size,duration,packets_sent,packets_received,bytes_sent,bytes_received,syn_flag,ack_flag,fin_flag,rst_flag,psh_flag,urg_flag,label
204.212.255.176,187.105.235.74,34996,22,ICMP,765,1.365,2,103,22692,15428,1,0,0,0,0,0,normal
240.220.201.107,152.148.76.4,46794,25,UDP,157,6.966,60,94,42121,10052,0,1,1,0,1,0,normal
37.39.4.162,178.115.118.208,52865,8080,UDP,813,0.099,461,2,721518,100,1,0,0,0,0,0,ddos
79.54.154.5,107.112.142.23,61444,53,UDP,1008,0.242,164,169,6703,39943,0,1,1,0,0,0,normal
236.194.210.99,135.163.202.73,49899,21,TCP,218,0.432,14,5,1247,855,0,1,0,0,1,0,brute_force
116.156.193.41,5.89.167.169,19529,22,ICMP,1223,9.807,181,106,16415,45318,1,1,1,0,0,0,normal
67.93.80.98,4.2.213.156,57167,443,TCP,872,1.68,6,7,4295,1232,0,1,0,0,1,0,sql_injection
54.13.239.193,215.196.109.157,33649,3306,TCP,353,2.631,107,41,20687,43818,1,0,1,0,0,0,normal
236.194.210.99,135.163.202.73,47670,3389,TCP,144,0.975,11,8,1263,223,0,1,0,0,1,0,brute_force
124.106.37.63,39.44.157.29,14095,22,ICMP,1332,5.559,72,57,9215,39243,1,1,0,0,1,0,normal
67.93.80.98,4.2.213.156,50827,443,TCP,856,0.226,19,8,2569,561,0,1,0,0,1,0,sql_injection
232.44.51.240,108.53.185.176,44426,143,ICMP,346,7.55,195,159,17118,171,0,0,1,0,0,0,normal
243.171.137.180,253.198.66.128,28866,3306,ICMP,1236,6.005,114,1,13607,30552,1,0,0,0,1,0,normal
67.93.80.98,4.2.213.156,46428,8080,TCP,664,1.028,11,1,3734,178,0,1,0,0,1,0,sql_injection
44.127.49.184,56.96.92.131,38633,443,UDP,890,5.436,74,54,33651,10348,0,0,1,0,0,0,normal
29.12.203.219,162.0.122.173,47823,36208,TCP,60,0.002,1,0,60,0,1,0,0,1,0,0,port_scan
194.8.45.54,85.106.213.20,22446,21,UDP,854,0.465,157,56,39316,30249,1,0,1,0,0,0,normal
177.91.87.231,80.139.7.21,51081,80,TCP,1247,2.696,140,11,2554,15146,0,0,1,0,0,0,normal
89.76.18.7,107.15.68.86,3218,22,TCP,1246,3.365,196,154,23458,13717,0,0,1,0,0,0,normal
234.219.18.243,178.115.118.208,38985,8080,UDP,606,0.026,913,1,963647,100,0,0,0,0,0,0,ddos
233.100.113.71,97.52.243.99,11760,53,TCP,1305,5.07,18,123,43971,40074,0,0,1,0,0,0,normal
185.225.76.5,141.108.86.99,13570,3306,ICMP,246,5.921,58,28,26093,15740,0,0,1,0,0,0,normal
250.86.75.8,223.143.31.196,5462,5432,ICMP,834,0.188,63,76,41869,28612,1,0,1,0,1,0,normal
101.103.255.136,21.183.213.160,44777,22,ICMP,133,4.369,17,117,43672,47143,1,1,1,0,0,0,normal
153.74.161.31,145.129.242.106,58509,22,ICMP,763,1.244,23,25,5128,25492,1,0,1,0,1,0,normal
94.225.210.125,247.238.190.94,38927,143,TCP,739,7.202,176,78,19432,31625,0,1,0,0,0,0,normal
187.7.143.188,178.115.118.208,7394,8080,ICMP,837,0.028,1414,0,170926,100,1,0,0,0,0,0,ddos
184.35.137.134,134.209.46.53,8986,5432,ICMP,327,3.895,85,117,28164,8275,0,1,0,0,0,0,normal
67.93.80.98,4.2.213.156,59207,80,TCP,844,0.175,13,1,2852,1297,0,1,0,0,1,0,sql_injection
236.194.210.99,135.163.202.73,43629,23,TCP,230,0.573,12,9,606,310,0,1,0,1,1,0,brute_force
117.243.146.13,198.81.207.171,47084,3306,ICMP,238,8.225,78,149,15906,14340,1,0,1,0,1,0,normal
236.194.210.99,135.163.202.73,57029,23,TCP,198,0.657,8,10,640,673,0,1,0,0,1,0,brute_force
7.41.166.233,178.115.118.208,57205,8080,TCP,967,0.099,308,2,227706,0,1,0,0,0,1,0,ddos
109.34.206.96,4.182.191.159,19865,53,UDP,999,9.986,97,158,37079,8065,0,1,1,0,0,0,normal
217.40.100.189,178.115.118.208,64466,8080,TCP,849,0.035,323,2,252115,100,0,0,0,0,0,0,ddos
56.187.145.106,24.132.162.167,1426,53,ICMP,1200,8.835,128,6,47760,10361,1,1,0,0,0,0,normal
229.111.229.163,95.22.109.89,21971,5432,ICMP,902,4.137,58,16,34553,31773,1,1,0,0,1,0,normal
230.180.219.40,178.115.118.208,35661,8080,ICMP,1010,0.016,944,0,679825,0,1,0,0,0,0,0,ddos
29.12.203.219,162.0.122.173,45892,6843,TCP,60,0.009,1,0,60,0,1,0,0,1,0,0,port_scan
236.194.210.99,135.163.202.73,47119,22,TCP,181,0.423,8,9,1125,449,0,1,0,1,1,0,brute_force
67.93.80.98,4.2.213.156,53285,80,TCP,351,1.987,17,2,1580,628,0,1,0,0,1,0,sql_injection
148.13.77.213,243.82.22.161,9303,3306,UDP,1431,2.803,192,109,4644,39155,0,1,1,0,1,0,normal
79.0.179.103,178.115.118.208,50764,8080,TCP,1287,0.021,1550,2,528956,0,0,0,0,0,1,0,ddos
29.12.203.219,162.0.122.173,44434,30156,TCP,60,0.008,1,1,60,0,1,0,0,0,0,0,port_scan
86.29.169.109,196.110.91.155,61145,53,TCP,1117,3.182,142,134,3203,17240,1,1,0,0,0,0,normal
26.199.118.206,233.241.18.135,13489,443,TCP,238,4.21,42,103,33620,38526,1,1,0,0,0,0,normal
67.93.80.98,4.2.213.156,43195,8080,TCP,412,0.277,7,4,3555,271,0,1,0,0,1,0,sql_injection
146.218.12.176,124.82.130.34,6461,143,UDP,162,0.524,24,76,44949,24656,1,1,1,0,0,0,normal
96.15.212.235,241.109.179.200,25272,25,ICMP,757,7.087,129,164,20597,10591,0,1,1,0,1,0,normal
236.194.210.99,135.163.202.73,56402,21,TCP,282,0.573,7,9,814,248,0,1,0,0,1,0,brute_force
67.93.80.98,4.2.213.156,50611,8080,TCP,437,1.52,15,9,1476,194,0,1,0,0,1,0,sql_injection
67.93.80.98,4.2.213.156,44205,80,TCP,992,1.766,17,4,1349,1251,0,1,0,0,1,0,sql_injection
205.116.237.226,189.48.116.133,41812,53,ICMP,1491,0.344,63,94,19541,35172,0,1,1,0,1,0,normal
236.194.210.99,135.163.202.73,57289,3389,TCP,212,0.419,15,3,506,183,0,1,0,1,1,0,brute_force
114.243.19.62,11.200.227.216,1373,3306,ICMP,1376,3.05,7,153,36576,21886,1,0,1,0,0,0,normal
137.222.178.189,91.83.252.139,30083,110,ICMP,520,5.219,29,44,22686,28502,1,1,0,0,1,0,normal
22.135.51.254,142.148.231.46,54632,3306,ICMP,1311,9.538,158,87,33349,1453,1,1,0,0,1,0,normal
56.170.96.226,144.20.114.218,11327,3306,UDP,603,7.866,15,17,24388,40461,0,0,1,0,0,0,normal
201.115.176.133,178.115.118.208,13415,8080,UDP,1323,0.017,1651,0,171983,100,1,0,0,0,1,0,ddos
236.194.210.99,135.163.202.73,51511,23,TCP,121,0.565,6,7,492,235,0,1,0,1,1,0,brute_force
130.28.35.7,174.70.37.103,19009,110,TCP,880,4.192,107,166,13107,32791,0,1,0,0,0,0,normal
54.55.125.153,217.99.118.15,2888,21,UDP,231,3.913,58,108,12231,2236,0,1,1,0,0,0,normal
125.6.103.190,160.113.39.71,1448,143,TCP,557,6.377,39,65,11315,27903,1,1,1,0,1,0,normal
67.93.80.98,4.2.213.156,46059,8080,TCP,790,1.655,14,3,3360,713,0,1,0,0,1,0,sql_injection
12.182.79.124,8.24.112.7,20739,80,TCP,1171,9.775,25,142,9103,35367,0,1,0,0,1,0,normal
156.220.57.203,232.229.206.6,60662,25,TCP,157,1.067,62,39,36303,11334,0,0,1,0,1,0,normal
150.80.183.236,171.21.200.100,36602,110,ICMP,395,5.87,156,77,18250,20798,0,0,0,0,1,0,normal
236.194.210.99,135.163.202.73,40947,21,TCP,233,0.574,10,6,822,731,0,1,0,1,1,0,brute_force
127.192.158.212,202.12.210.1,36452,22,TCP,1347,1.563,8,166,33462,25295,0,0,1,0,1,0,normal
29.12.203.219,162.0.122.173,45289,39960,TCP,60,0.01,1,1,60,0,1,0,0,0,0,0,port_scan
37.180.197.103,32.224.36.216,31092,21,UDP,567,8.229,145,194,44682,33972,0,0,1,0,1,0,normal
245.44.193.168,188.250.200.182,46622,443,ICMP,1274,8.432,60,82,25567,46731,1,1,1,0,0,0,normal
67.93.80.98,4.2.213.156,57520,8080,TCP,387,0.596,12,5,3558,305,0,1,0,0,1,0,sql_injection
3.138.1.197,170.39.70.214,22880,21,ICMP,1335,6.237,62,42,21226,26572,1,1,0,0,1,0,normal
94.48.229.112,178.115.118.208,18161,8080,UDP,1435,0.003,1511,2,608564,100,0,0,0,0,1,0,ddos
121.173.217.154,216.202.25.51,41121,443,TCP,679,7.069,25,49,47748,38745,1,0,1,0,1,0,normal
222.201.221.250,178.115.118.208,60843,8080,UDP,1065,0.07,360,1,806787,100,0,0,0,0,0,0,ddos
29.12.203.219,162.0.122.173,44723,12773,TCP,60,0.002,1,0,60,40,1,0,0,1,0,0,port_scan
216.226.222.3,164.253.220.25,42414,3306,ICMP,1240,6.293,157,105,39057,3099,0,0,1,0,0,0,normal
160.155.117.128,127.3.49.14,60461,80,TCP,1268,0.322,124,60,27089,27288,1,0,1,0,0,0,normal
34.136.119.120,106.234.179.128,64892,53,UDP,173,5.04,32,121,23740,24023,1,1,0,0,0,0,normal
29.12.203.219,162.0.122.173,41450,23974,TCP,60,0.003,1,1,60,0,1,0,0,0,0,0,port_scan
3.53.26.227,4.18.241.167,63131,443,ICMP,1251,7.533,148,90,26003,41075,1,0,0,0,1,0,normal
224.130.11.169,187.164.75.248,35881,21,ICMP,437,5.88,55,168,5771,35478,1,1,1,0,1,0,normal
29.12.203.219,162.0.122.173,45151,44035,TCP,60,0.008,1,0,60,0,1,0,0,0,0,0,port_scan
75.221.211.42,11.141.194.4,41387,3306,TCP,1265,2.206,113,156,14519,17235,1,0,0,0,1,0,normal
67.93.80.98,4.2.213.156,42025,80,TCP,797,0.271,16,9,4510,1206,0,1,0,0,1,0,sql_injection
102.24.153.224,67.203.112.205,24560,80,ICMP,1015,5.973,171,130,13118,3882,0,0,1,0,1,0,normal
239.65.79.129,202.117.5.232,30590,53,UDP,1313,7.88,118,68,31732,19139,1,0,0,0,1,0,normal
65.10.49.6,178.115.118.208,19858,8080,UDP,690,0.066,1702,0,333386,0,0,0,0,0,1,0,ddos
143.34.25.4,106.75.170.250,32397,143,TCP,364,5.649,94,60,23863,23571,0,0,1,0,1,0,normal
111.127.135.52,178.115.118.208,2774,8080,TCP,666,0.073,385,2,869565,100,1,0,0,0,1,0,ddos
67.93.80.98,4.2.213.156,54085,80,TCP,858,0.301,17,2,4368,1980,0,1,0,0,1,0,sql_injection
52.92.49.71,164.253.252.187,2214,5432,ICMP,142,2.029,26,127,33160,31307,1,1,0,0,1,0,normal
29.12.203.219,162.0.122.173,48051,1042,TCP,60,0.003,1,0,60,40,1,0,0,0,0,0,port_scan
80.182.97.185,142.172.108.237,37846,80,ICMP,1491,4.693,163,104,33796,17704,1,1,0,0,1,0,normal
102.168.153.101,178.115.118.208,47555,8080,ICMP,1462,0.076,529,0,494811,0,0,0,0,0,1,0,ddos
238.48.99.220,195.85.162.69,14878,110,UDP,344,6.23,45,168,32585,19622,1,1,0,0,0,0,normal
236.194.210.99,135.163.202.73,41269,22,TCP,276,0.45,7,9,1119,773,0,1,0,1,1,0,brute_force
244.168.217.150,214.237.44.187,58236,110,TCP,1106,7.957,186,151,37609,26664,1,0,0,0,0,0,normal
183.181.63.77,81.242.177.165,48077,25,ICMP,633,1.186,24,130,18955,29139,1,1,0,0,1,0,normal
122.75.164.220,98.99.78.228,45234,3306,UDP,1333,2.829,16,189,4063,46427,1,1,1,0,0,0,normal
199.89.145.157,178.115.118.208,6554,8080,ICMP,977,0.036,737,2,794040,100,0,0,0,0,0,0,ddos
36.166.128.156,178.115.118.208,9925,8080,TCP,1464,0.074,151,0,741772,100,0,0,0,0,1,0,ddos
187.139.245.171,110.230.81.230,22679,21,UDP,1430,2.403,146,46,49221,33941,1,1,0,0,1,0,normal
67.93.80.98,4.2.213.156,57168,8080,TCP,630,0.322,13,3,4039,1873,0,1,0,0,1,0,sql_injection
236.194.210.99,135.163.202.73,51308,22,TCP,194,0.722,5,5,1263,424,0,1,0,0,1,0,brute_force
58.228.104.42,255.235.253.248,39109,21,UDP,196,0.09,47,137,22226,31240,0,0,0,0,1,0,normal
19.151.101.116,178.115.118.208,10799,8080,TCP,752,0.042,1905,1,660136,0,0,0,0,0,0,0,ddos
38.224.206.134,16.246.211.212,55155,53,TCP,355,8.885,4,154,4685,24364,0,0,0,0,0,0,normal
224.153.108.241,129.52.34.249,34202,80,TCP,180,6.931,68,158,15214,33539,1,1,1,0,0,0,normal
29.12.203.219,162.0.122.173,45930,47660,TCP,60,0.003,1,1,60,0,1,0,0,0,0,0,port_scan
105.127.27.234,77.110.171.103,35190,443,TCP,544,3.072,172,10,48238,20162,1,1,1,0,1,0,normal
48.45.179.31,83.147.6.240,27763,443,ICMP,155,5.209,161,113,6397,49054,1,1,1,0,0,0,normal
39.74.254.175,56.134.150.9,52943,443,UDP,545,8.936,84,154,32132,27248,1,1,1,0,0,0,normal
128.23.57.77,178.115.118.208,5122,8080,TCP,1443,0.029,1700,0,230087,100,1,0,0,0,1,0,ddos
236.194.210.99,135.163.202.73,50639,23,TCP,238,0.112,12,10,559,809,0,1,0,1,1,0,brute_force
190.55.81.142,115.45.21.62,48298,110,ICMP,971,0.111,155,100,19103,44185,1,1,1,0,0,0,normal
12.125.166.5,49.140.238.36,6853,110,UDP,1236,3.163,15,151,13971,30283,1,1,0,0,0,0,normal
229.24.190.162,99.78.58.143,61887,443,UDP,550,0.369,154,191,45260,26403,0,0,0,0,0,0,normal
199.40.29.115,53.244.213.155,6146,443,TCP,194,9.624,114,8,423,44112,0,1,0,0,0,0,normal
123.227.9.17,178.115.118.208,3313,8080,UDP,1439,0.015,1149,2,567815,100,0,0,0,0,0,0,ddos
236.194.210.99,135.163.202.73,44706,23,TCP,283,0.252,8,6,1318,799,0,1,0,0,1,0,brute_force
112.29.218.218,43.76.211.141,60515,21,UDP,1390,8.653,99,103,9929,40660,0,1,0,0,0,0,normal
67.93.80.98,4.2.213.156,56829,80,TCP,866,0.515,7,2,3832,275,0,1,0,0,1,0,sql_injection
215.86.112.176,221.207.154.1,7939,22,TCP,378,5.982,89,98,44076,30010,1,1,1,0,1,0,normal
153.219.249.111,137.239.8.203,33128,143,TCP,254,6.561,20,12,40414,4578,1,0,1,0,0,0,normal
236.194.210.99,135.163.202.73,56832,23,TCP,197,0.662,5,10,582,857,0,1,0,1,1,0,brute_force
37.29.169.47,120.131.162.10,47143,143,TCP,1025,9.422,174,71,7534,23202,1,1,0,0,1,0,normal
119.156.251.66,233.93.65.29,60024,21,UDP,707,6.674,38,183,28867,19991,0,0,0,0,1,0,normal
163.183.89.223,21.180.162.251,25014,143,ICMP,423,3.877,101,149,9817,43554,1,1,0,0,1,0,normal
114.216.201.138,78.160.65.151,15468,22,TCP,1314,0.463,138,164,4066,2434,0,0,0,0,0,0,normal
43.181.244.209,109.34.204.44,54026,22,ICMP,1436,0.854,92,132,27372,44123,0,1,0,0,0,0,normal
235.213.117.192,122.223.149.207,63813,21,UDP,601,9.798,177,109,49249,16227,0,1,1,0,0,0,normal
203.201.20.201,50.52.115.66,25971,5432,ICMP,1357,7.282,190,39,16701,40844,0,1,1,0,0,0,normal
108.56.22.208,178.115.118.208,27889,8080,TCP,797,0.03,744,0,589979,0,1,0,0,0,0,0,ddos
159.252.211.206,125.105.131.53,5958,80,ICMP,214,1.121,170,125,3045,3013,0,0,0,0,0,0,normal
164.255.127.18,45.246.3.138,17756,110,TCP,839,0.332,134,8,5052,23430,0,0,1,0,0,0,normal
103.173.110.189,152.39.255.141,51868,22,TCP,1306,7.03,25,36,36767,10208,0,1,1,0,1,0,normal
246.13.3.133,180.91.210.33,34926,21,UDP,1465,2.344,24,82,36022,14692,1,0,0,0,0,0,normal
237.236.143.190,181.195.212.53,64206,21,UDP,860,6.53,55,165,10414,1646,0,0,0,0,0,0,normal
29.12.203.219,162.0.122.173,42471,28464,TCP,60,0.008,1,1,60,0,1,0,0,1,0,0,port_scan
203.81.144.136,175.59.127.76,47812,143,ICMP,457,0.734,26,185,37721,39560,1,1,1,0,0,0,normal
187.117.147.216,211.62.77.43,27924,53,TCP,602,5.691,46,142,12334,12132,1,0,0,0,1,0,normal
34.170.251.184,178.115.118.208,31021,8080,UDP,1280,0.02,1006,2,965979,0,1,0,0,0,0,0,ddos
170.252.246.231,173.252.177.209,46465,25,ICMP,117,3.317,156,113,27110,42688,1,1,0,0,1,0,normal
171.124.169.184,127.223.130.171,62504,53,ICMP,1143,9.895,126,94,2719,17832,0,1,0,0,0,0,normal
50.250.253.209,184.246.85.96,54093,80,ICMP,648,6.146,36,112,2876,8025,0,1,0,0,0,0,normal
72.144.135.248,241.22.241.74,19467,80,TCP,1261,3.548,48,126,49366,5688,0,0,0,0,0,0,normal
29.12.203.219,162.0.122.173,48655,58252,TCP,60,0.005,1,1,60,40,1,0,0,1,0,0,port_scan
29.12.203.219,162.0.122.173,46822,38843,TCP,60,0.008,1,0,60,0,1,0,0,1,0,0,port_scan
196.150.106.180,69.214.157.165,26338,5432,UDP,958,6.535,150,18,20688,8350,0,0,0,0,1,0,normal
236.194.210.99,135.163.202.73,55770,21,TCP,200,0.745,10,3,907,635,0,1,0,1,1,0,brute_force
35.169.47.54,244.128.103.105,14989,80,UDP,1322,2.733,163,174,45794,30534,1,1,0,0,0,0,normal
26.161.23.127,133.251.165.185,26387,110,UDP,1403,7.593,16,126,22543,37451,1,1,0,0,0,0,normal
54.42.170.23,180.79.104.87,21672,143,TCP,399,5.721,200,35,48906,40451,1,1,0,0,0,0,normal
118.224.162.122,68.53.87.80,58884,143,TCP,537,5.984,182,48,23095,159,1,0,1,0,0,0,normal
67.93.80.98,4.2.213.156,52577,8080,TCP,460,0.612,6,6,540,1949,0,1,0,0,1,0,sql_injection
125.117.110.149,21.220.191.236,12375,53,UDP,766,8.435,38,156,25370,7679,0,1,1,0,1,0,normal
85.150.75.251,68.14.152.54,45356,53,UDP,1198,0.607,172,109,35224,11271,0,0,0,0,0,0,normal
33.237.97.158,105.252.24.233,43483,443,TCP,866,0.286,141,71,5537,45851,0,0,1,0,0,0,normal
29.12.203.219,162.0.122.173,42228,40907,TCP,60,0.004,1,0,60,40,1,0,0,0,0,0,port_scan
198.8.52.254,178.115.118.208,12842,8080,UDP,1174,0.032,126,1,80774,0,1,0,0,0,0,0,ddos
119.124.18.237,245.192.42.42,58952,53,ICMP,766,5.101,32,51,44554,22474,1,1,1,0,0,0,normal
26.7.145.199,74.192.251.86,27798,80,UDP,439,3.063,37,6,29018,45323,0,1,1,0,1,0,normal
67.93.80.98,4.2.213.156,59254,443,TCP,323,1.301,10,2,4772,1361,0,1,0,0,1,0,sql_injection
7.178.230.51,218.187.149.226,54772,80,UDP,633,2.636,99,83,556,48326,1,1,0,0,1,0,normal
236.194.210.99,135.163.202.73,47500,22,TCP,240,0.67,5,4,1420,837,0,1,0,0,1,0,brute_force
178.253.153.172,178.115.118.208,1675,8080,UDP,946,0.033,1655,2,799690,0,0,0,0,0,0,0,ddos
69.97.26.79,36.247.61.90,32907,21,ICMP,1437,1.06,50,35,36672,13473,0,1,1,0,1,0,normal
67.93.80.98,4.2.213.156,51037,8080,TCP,779,0.402,13,6,4168,355,0,1,0,0,1,0,sql_injection
225.241.100.165,212.195.61.87,41257,5432,UDP,497,7.833,195,11,14407,30147,0,0,1,0,0,0,normal
61.198.72.26,9.40.31.119,64981,25,TCP,848,6.824,37,36,32038,15933,0,1,0,0,1,0,normal
86.202.236.106,42.90.160.63,62738,143,TCP,407,2.392,79,54,14898,31062,0,0,0,0,1,0,normal
196.157.45.211,27.196.253.222,26470,22,TCP,1444,0.377,130,104,14219,6458,0,0,0,0,1,0,normal
113.135.156.181,178.115.118.208,3250,8080,UDP,1020,0.041,930,2,354287,100,0,0,0,0,1,0,ddos
80.54.181.112,178.115.118.208,5798,8080,ICMP,867,0.062,545,2,191136,0,0,0,0,0,1,0,ddos
236.194.210.99,135.163.202.73,45828,23,TCP,228,0.901,14,9,723,506,0,1,0,1,1,0,brute_force
236.194.210.99,135.163.202.73,59774,3389,TCP,216,0.385,8,5,344,783,0,1,0,0,1,0,brute_force
166.197.212.152,23.45.64.196,49029,143,TCP,580,8.514,188,128,40517,47751,0,0,1,0,0,0,normal
29.12.203.219,162.0.122.173,43310,18015,TCP,60,0.003,1,1,60,40,1,0,0,1,0,0,port_scan
68.243.228.189,178.115.118.208,28190,8080,UDP,622,0.019,1537,2,721364,100,0,0,0,0,0,0,ddos
134.154.167.25,176.148.135.71,6355,143,TCP,962,5.626,44,156,21401,4054,0,1,0,0,0,0,normal
48.12.232.148,211.68.215.138,10757,143,TCP,153,1.021,170,64,28476,40553,0,0,0,0,0,0,normal
29.12.203.219,162.0.122.173,46808,17111,TCP,60,0.005,1,0,60,40,1,0,0,1,0,0,port_scan
29.12.203.219,162.0.122.173,46532,58867,TCP,60,0.004,1,1,60,40,1,0,0,1,0,0,port_scan
236.194.210.99,135.163.202.73,45673,23,TCP,216,0.946,10,3,1262,291,0,1,0,0,1,0,brute_force
233.120.64.50,165.232.30.15,21473,443,ICMP,290,7.404,182,171,19805,10659,1,0,1,0,0,0,normal
236.194.210.99,135.163.202.73,47669,23,TCP,202,0.995,10,9,1404,315,0,1,0,1,1,0,brute_force
53.77.117.132,184.21.166.56,39712,3306,TCP,620,6.303,152,162,25921,24462,0,0,1,0,1,0,normal
67.93.80.98,4.2.213.156,49843,80,TCP,572,0.772,17,2,3998,1758,0,1,0,0,1,0,sql_injection
29.12.203.219,162.0.122.173,44564,41077,TCP,60,0.003,1,1,60,0,1,0,0,1,0,0,port_scan
236.194.210.99,135.163.202.73,56840,23,TCP,165,0.506,8,9,495,519,0,1,0,0,1,0,brute_force
115.250.63.160,227.254.225.134,31243,5432,TCP,235,3.642,104,137,22890,22309,0,0,1,0,1,0,normal
67.93.80.98,4.2.213.156,48838,80,TCP,614,0.935,14,5,4626,1890,0,1,0,0,1,0,sql_injection
236.194.210.99,135.163.202.73,47682,21,TCP,270,0.955,11,7,999,417,0,1,0,1,1,0,brute_force
26.34.73.188,212.211.141.137,54735,22,UDP,228,4.486,75,56,36879,29894,1,0,0,0,1,0,normal
222.46.167.55,178.115.118.208,21558,8080,TCP,1119,0.041,1890,0,394574,100,1,0,0,0,0,0,ddos
39.131.213.15,178.115.118.208,41800,8080,ICMP,806,0.088,1922,1,612567,0,1,0,0,0,0,0,ddos
67.93.80.98,4.2.213.156,57626,80,TCP,631,0.58,17,6,2277,745,0,1,0,0,1,0,sql_injection
236.194.210.99,135.163.202.73,48712,21,TCP,266,0.531,11,5,861,982,0,1,0,0,1,0,brute_force
70.180.99.227,187.221.27.79,9498,53,UDP,684,7.138,40,122,19703,35165,1,1,0,0,0,0,normal
236.194.210.99,135.163.202.73,59122,23,TCP,126,0.479,10,10,1480,196,0,1,0,0,1,0,brute_force
144.209.29.125,178.115.118.208,53131,8080,TCP,900,0.047,1736,0,630210,0,0,0,0,0,1,0,ddos
29.12.203.219,162.0.122.173,44710,14327,TCP,60,0.007,1,0,60,40,1,0,0,0,0,0,port_scan
236.194.210.99,135.163.202.73,43976,21,TCP,192,0.189,6,4,909,144,0,1,0,0,1,0,brute_force
182.99.206.156,115.91.107.135,60551,443,UDP,1343,4.844,89,157,16718,23517,1,1,0,0,0,0,normal
34.232.133.73,162.11.62.80,40100,143,TCP,1142,0.471,165,117,35246,31922,1,1,0,0,1,0,normal
233.210.48.149,109.133.194.126,39586,21,TCP,384,9.663,170,199,38170,9320,1,0,0,0,0,0,normal
10.36.244.30,147.56.175.188,50017,22,UDP,665,1.937,61,57,17442,23069,1,1,0,0,0,0,normal
4.163.112.19,70.235.187.122,5292,80,TCP,327,6.319,15,29,26180,13744,0,1,1,0,1,0,normal
28.142.212.128,226.182.97.178,17927,80,ICMP,1140,0.418,138,121,876,24951,1,1,0,0,0,0,normal
93.243.227.244,50.126.47.2,33921,21,UDP,308,5.283,86,65,8108,1068,0,1,0,0,0,0,normal
216.232.104.157,157.30.238.181,3977,22,TCP,84,6.738,180,47,25716,418,1,1,1,0,0,0,normal
236.194.210.99,135.163.202.73,50803,22,TCP,247,0.566,11,10,248,811,0,1,0,1,1,0,brute_force
67.93.80.98,4.2.213.156,49808,80,TCP,963,1.418,5,5,3466,973,0,1,0,0,1,0,sql_injection
38.141.231.138,19.80.253.105,20901,443,UDP,168,0.544,75,50,9107,12238,0,1,0,0,0,0,normal
202.57.196.93,77.26.36.196,6484,21,TCP,1101,3.766,44,110,20931,18480,0,1,0,0,0,0,normal
255.203.167.29,40.255.204.161,25397,443,ICMP,579,4.812,102,81,41266,9748,0,1,0,0,0,0,normal
67.93.80.98,4.2.213.156,46789,80,TCP,411,1.687,14,8,3585,1519,0,1,0,0,1,0,sql_injection
95.170.21.176,178.115.118.208,25614,8080,TCP,932,0.03,328,2,161497,100,1,0,0,0,1,0,ddos
14.8.17.83,247.41.15.178,47497,25,TCP,1058,8.883,17,38,16580,42370,1,0,1,0,0,0,normal
139.90.120.139,192.236.2.184,37236,21,ICMP,358,2.082,7,27,24282,1762,1,0,1,0,1,0,normal
29.12.203.219,162.0.122.173,40188,37373,TCP,60,0.009,1,0,60,40,1,0,0,1,0,0,port_scan
52.0.165.10,162.163.201.36,59745,143,ICMP,419,2.077,5,16,28291,15877,0,1,1,0,1,0,normal
10.2.55.71,215.83.29.178,1905,25,TCP,1415,0.219,188,15,37279,41571,1,0,1,0,1,0,normal
27.1.134.207,178.115.118.208,6542,8080,ICMP,1276,0.064,882,1,460498,100,0,0,0,0,0,0,ddos
50.248.43.76,115.34.144.136,34185,143,ICMP,1415,9.163,56,6,19343,44390,0,0,1,0,0,0,normal
58.30.49.151,242.3.120.176,17725,25,ICMP,575,6.41,76,77,20237,12183,0,0,0,0,1,0,normal
180.222.93.109,82.209.146.61,10460,53,TCP,1425,1.072,55,105,29938,46301,1,0,1,0,0,0,normal
232.1.125.107,178.115.118.208,41732,8080,TCP,705,0.065,630,2,90237,0,0,0,0,0,1,0,ddos
233.93.241.211,112.213.162.203,47275,53,ICMP,733,0.643,108,4,16644,3830,1,1,1,0,1,0,normal
48.86.32.208,127.144.31.65,24438,3306,ICMP,601,0.733,158,79,41155,7439,1,0,0,0,1,0,normal
236.194.210.99,135.163.202.73,57624,23,TCP,121,0.818,6,9,944,655,0,1,0,1,1,0,brute_force
29.12.203.219,162.0.122.173,45789,13948,TCP,60,0.005,1,1,60,40,1,0,0,1,0,0,port_scan
117.154.151.221,182.118.44.186,50231,143,UDP,382,8.872,199,112,19407,6345,1,0,1,0,1,0,normal
67.93.80.98,4.2.213.156,44415,443,TCP,693,1.109,9,8,4094,1353,0,1,0,0,1,0,sql_injection
188.210.20.164,3.118.124.131,6620,110,ICMP,704,7.767,150,87,33522,17325,1,0,0,0,1,0,normal
123.101.206.247,135.209.36.88,39083,443,ICMP,156,6.421,172,9,37275,29429,1,1,0,0,0,0,normal
11.87.113.97,248.9.210.148,14377,80,ICMP,163,1.037,111,171,41355,9954,0,0,0,0,1,0,normal
67.93.80.98,4.2.213.156,41696,80,TCP,411,1.277,7,5,1634,1249,0,1,0,0,1,0,sql_injection
115.41.115.78,178.115.118.208,25978,8080,TCP,984,0.03,718,1,277220,100,1,0,0,0,0,0,ddos
137.134.63.151,62.128.204.226,57434,143,UDP,1490,1.986,69,196,23694,6882,0,0,0,0,0,0,normal
