src_ip,dst_ip,src_port,dst_port,protocol,packet_size,duration,packets_sent,packets_received,bytes_sent,bytes_received,syn_flag,ack_flag,fin_flag,rst_flag,label
249.243.47.198,105.22.160.38,4513,25,TCP,241,1.697,85,53,8566,8186,0,1,1,0,normal
139.26.235.220,101.167.201.240,23790,22,TCP,70,4.207,16,24,3447,9743,0,1,0,0,normal
254.22.210.206,123.251.229.192,17226,443,UDP,69,4.049,99,3,6055,8216,1,1,0,0,normal
246.79.207.104,166.48.170.167,42808,443,UDP,855,0.985,86,33,4174,5849,0,0,0,0,normal
133.221.24.208,112.198.79.254,2455,443,TCP,1131,0.095,865,0,85972,0,1,0,0,0,ddos
231.80.191.201,254.79.159.189,44135,59172,TCP,60,0.001,1,0,60,0,1,0,0,0,port_scan
131.144.187.113,58.183.164.179,64144,22,ICMP,1386,3.426,77,4,819,2684,0,0,1,0,normal
133.213.5.85,112.198.79.254,44625,80,TCP,1017,0.002,544,0,318599,0,1,0,0,0,ddos
232.159.69.206,238.55.51.184,10478,443,ICMP,814,2.171,30,46,9573,6476,0,0,0,0,normal
100.62.147.95,168.240.21.187,20421,80,UDP,1219,3.742,96,22,9625,7701,0,1,0,0,normal
36.72.186.238,43.159.201.87,8994,21,ICMP,1089,4.452,94,6,4546,327,0,1,1,0,normal
12.183.87.207,144.90.16.179,49048,53,TCP,612,4.866,64,71,2314,7742,0,0,0,0,normal
102.235.143.129,112.198.79.254,49991,80,TCP,1325,0.049,350,0,228705,0,1,0,0,0,ddos
56.239.12.108,112.198.79.254,31760,443,TCP,1053,0.041,982,0,435656,0,1,0,0,0,ddos
56.244.189.219,68.177.209.66,43013,21,UDP,1163,2.328,26,35,4416,1869,0,0,0,0,normal
119.36.217.17,113.111.60.101,19291,53,ICMP,1341,1.202,25,12,6540,8252,1,1,1,0,normal
210.237.250.22,18.31.254.231,29989,25,ICMP,197,0.221,20,15,1457,9834,0,0,0,0,normal
144.67.238.230,112.198.79.254,51978,80,TCP,588,0.043,590,0,380147,0,1,0,0,0,ddos
248.214.217.246,28.241.39.238,63513,443,ICMP,1346,0.833,26,35,8889,4887,1,0,1,0,normal
7.216.14.125,94.186.131.79,25947,443,TCP,485,1.685,97,77,163,1438,0,1,1,0,normal
231.80.191.201,254.79.159.189,47019,48046,TCP,60,0.001,1,0,60,0,1,0,0,1,port_scan
231.80.191.201,254.79.159.189,40691,5130,TCP,60,0.001,1,0,60,0,1,0,0,1,port_scan
62.56.15.109,180.197.0.13,38190,21,UDP,105,1.015,33,12,7344,452,1,0,0,0,normal
231.80.191.201,254.79.159.189,45001,46041,TCP,60,0.001,1,0,60,0,1,0,0,0,port_scan
222.235.168.171,152.170.81.208,33581,80,TCP,722,3.225,35,88,5919,2738,0,0,0,0,normal
145.206.221.67,239.111.123.40,64172,53,UDP,518,3.008,100,10,6588,9481,1,1,0,0,normal
171.130.126.144,112.198.79.254,6944,443,TCP,1009,0.088,924,0,441613,0,1,0,0,0,ddos
228.15.44.71,204.208.60.98,26934,22,TCP,893,2.74,63,54,1548,1032,1,1,0,0,normal
103.39.219.61,112.198.79.254,37992,443,TCP,1236,0.089,873,0,255637,0,1,0,0,0,ddos
97.126.60.67,3.231.127.204,19982,25,TCP,70,3.995,96,94,3225,6253,1,0,0,0,normal
21.116.126.123,124.136.178.147,52470,21,ICMP,638,1.304,82,40,3375,7688,0,0,1,0,normal
249.120.241.201,142.96.184.56,17077,53,TCP,1362,2.053,1,20,7636,124,1,1,0,0,normal
231.80.191.201,254.79.159.189,44710,64172,TCP,60,0.001,1,0,60,0,1,0,0,0,port_scan
5.83.148.126,155.47.24.34,6326,53,UDP,314,4.681,43,70,3219,7900,1,1,1,0,normal
230.16.226.87,25.47.2.156,27364,443,UDP,353,4.544,26,78,472,4619,1,1,1,0,normal
243.125.91.221,184.238.12.145,26867,21,TCP,1245,4.826,13,37,6463,8243,1,0,0,0,normal
240.140.106.245,112.198.79.254,22519,80,TCP,695,0.046,869,0,136184,0,1,0,0,0,ddos
4.36.248.29,112.198.79.254,6259,80,TCP,1131,0.084,874,0,359236,0,1,0,0,0,ddos
79.142.90.222,112.198.79.254,5719,443,TCP,1478,0.069,965,0,179656,0,1,0,0,0,ddos
165.217.228.164,12.166.54.232,40375,443,TCP,823,1.061,59,67,1027,5730,0,0,1,0,normal
44.127.90.214,191.242.85.183,35069,80,UDP,1012,1.835,12,60,316,5993,1,0,1,0,normal
231.231.164.104,240.114.26.106,2933,53,UDP,167,0.257,72,67,7783,5485,1,0,1,0,normal
63.25.208.245,161.211.147.7,2244,25,UDP,916,2.032,74,100,9101,8475,1,1,0,0,normal
142.107.123.77,202.144.176.17,13616,21,TCP,1378,1.294,9,16,1610,1717,1,0,1,0,normal
231.207.44.165,112.198.79.254,32102,443,TCP,1365,0.021,489,0,467920,0,1,0,0,0,ddos
3.110.166.186,112.198.79.254,28351,80,TCP,897,0.061,384,0,255285,0,1,0,0,0,ddos
131.139.23.137,174.91.122.123,2370,25,UDP,529,2.464,72,81,822,8806,0,1,0,0,normal
251.150.38.58,103.5.147.81,51363,80,TCP,1186,4.077,64,88,1957,4330,1,0,0,0,normal
60.237.82.122,107.227.10.51,41926,80,ICMP,510,0.308,95,100,9136,3244,1,0,1,0,normal
231.80.191.201,254.79.159.189,48340,16065,TCP,60,0.001,1,0,60,0,1,0,0,0,port_scan
238.31.77.210,112.198.79.254,26835,80,TCP,787,0.079,506,0,172294,0,1,0,0,0,ddos
231.80.191.201,254.79.159.189,44455,64638,TCP,60,0.001,1,0,60,0,1,0,0,1,port_scan
138.163.131.60,40.226.16.234,4549,21,TCP,550,3.662,10,59,3129,3553,0,0,1,0,normal
219.20.76.203,130.249.148.179,10711,22,ICMP,634,3.742,18,52,4818,6385,1,1,1,0,normal
185.80.171.12,112.198.79.254,49484,80,TCP,889,0.046,827,0,162119,0,1,0,0,0,ddos
112.113.228.197,112.198.79.254,55848,80,TCP,885,0.032,388,0,301269,0,1,0,0,0,ddos
204.10.26.200,112.198.79.254,35767,443,TCP,854,0.098,737,0,221035,0,1,0,0,0,ddos
228.243.36.219,83.231.190.36,22431,25,ICMP,76,3.632,45,60,7984,4147,0,0,1,0,normal
175.141.155.96,161.252.234.52,15126,25,TCP,846,1.499,11,27,5084,9404,1,1,0,0,normal
15.207.179.98,59.117.178.227,21226,25,UDP,574,0.81,92,37,5741,6072,0,0,1,0,normal
56.232.240.83,112.198.79.254,36283,443,TCP,1325,0.009,264,0,201812,0,1,0,0,0,ddos
231.80.191.201,254.79.159.189,46766,52933,TCP,60,0.001,1,0,60,0,1,0,0,1,port_scan
4.42.102.189,239.194.62.174,22381,22,TCP,474,3.621,2,3,8779,6679,0,1,1,0,normal
89.203.95.48,154.190.238.44,7558,21,TCP,129,0.28,73,7,7993,6607,1,1,1,0,normal
180.212.158.4,112.198.79.254,50026,443,TCP,1355,0.039,760,0,369093,0,1,0,0,0,ddos
71.170.154.73,63.255.181.219,5350,25,ICMP,468,2.08,59,53,7146,1216,0,1,1,0,normal
127.190.215.244,112.198.79.254,46662,443,TCP,812,0.082,325,0,252168,0,1,0,0,0,ddos
231.80.191.201,254.79.159.189,46132,40511,TCP,60,0.001,1,0,60,0,1,0,0,0,port_scan
95.43.107.10,252.169.9.128,59612,22,TCP,499,0.887,72,58,4873,8471,1,1,0,0,normal
150.83.160.202,236.246.35.211,33189,25,ICMP,649,0.871,68,72,8214,6409,1,1,0,0,normal
163.100.115.9,173.142.47.185,8584,53,TCP,407,3.889,88,72,6302,2703,1,0,0,0,normal
176.237.192.107,51.84.40.225,26325,25,UDP,382,4.463,38,63,7095,1015,1,1,1,0,normal
65.60.54.9,133.134.214.212,6695,80,TCP,114,1.517,3,6,1196,2822,0,0,1,0,normal
186.136.218.41,112.198.79.254,53885,443,TCP,946,0.076,581,0,244675,0,1,0,0,0,ddos
169.192.194.105,112.198.79.254,28656,443,TCP,1124,0.06,586,0,139263,0,1,0,0,0,ddos
139.212.144.27,205.83.218.130,15710,21,ICMP,779,0.341,40,54,4499,2237,1,1,0,0,normal
92.248.80.121,37.49.223.7,50003,25,ICMP,637,0.256,37,99,3022,6271,0,1,0,0,normal
76.60.20.73,136.101.26.232,2698,443,ICMP,927,3.591,92,98,1256,7101,0,1,1,0,normal
40.117.38.73,84.166.25.20,21371,21,UDP,470,0.931,59,68,9459,8591,0,0,0,0,normal
157.181.89.254,21.249.74.141,45833,22,ICMP,830,0.737,62,37,6523,7937,0,0,0,0,normal
231.80.191.201,254.79.159.189,49003,49714,TCP,60,0.001,1,0,60,0,1,0,0,1,port_scan
82.185.39.239,88.76.247.160,61987,21,TCP,64,4.816,60,52,3752,6085,1,0,1,0,normal
112.50.63.236,144.238.53.159,64921,21,UDP,529,2.391,40,62,5869,7843,1,0,0,0,normal
18.92.98.202,207.178.138.155,15954,53,ICMP,516,1.24,23,67,6047,2846,0,0,1,0,normal
116.249.233.174,110.24.190.184,11131,53,ICMP,1161,2.312,72,17,5774,2023,1,0,0,0,normal
132.241.59.14,23.245.116.195,39194,25,UDP,142,3.681,81,87,7953,731,1,1,0,0,normal
43.17.2.220,178.135.133.148,11341,443,ICMP,112,1.313,77,61,2817,3968,1,1,0,0,normal
113.226.109.24,216.245.222.215,42491,25,TCP,476,0.979,45,86,9462,5088,0,0,0,0,normal
151.251.19.196,198.205.206.59,23211,53,ICMP,1048,0.465,85,72,1068,5169,0,0,0,0,normal
231.80.191.201,254.79.159.189,46303,32740,TCP,60,0.001,1,0,60,0,1,0,0,1,port_scan
134.146.74.236,77.105.73.59,21110,22,UDP,846,3.084,95,59,8519,7210,0,0,1,0,normal
65.174.160.188,16.48.73.91,44523,443,TCP,1459,2.125,56,70,311,7375,0,1,1,0,normal
162.222.230.179,168.37.217.207,15087,53,UDP,683,3.787,21,79,912,8787,0,1,0,0,normal
80.171.207.58,200.196.146.152,9292,22,UDP,426,3.848,2,98,2579,2809,1,0,0,0,normal
231.80.191.201,254.79.159.189,48726,5524,TCP,60,0.001,1,0,60,0,1,0,0,0,port_scan
46.233.129.45,177.108.72.170,42104,80,ICMP,1268,4.551,100,91,8080,774,0,1,0,0,normal
46.180.150.142,8.23.127.248,10510,21,ICMP,240,4.036,59,90,6589,2838,0,0,1,0,normal
91.32.83.104,254.212.127.151,63319,443,TCP,1404,4.334,22,58,5827,9603,1,1,1,0,normal
231.80.191.201,254.79.159.189,45735,51564,TCP,60,0.001,1,0,60,0,1,0,0,1,port_scan
49.18.188.65,243.37.18.38,38667,443,UDP,1081,0.801,71,23,8651,1602,1,0,1,0,normal
231.80.191.201,254.79.159.189,45094,20340,TCP,60,0.001,1,0,60,0,1,0,0,1,port_scan
250.76.244.115,112.198.79.254,6053,443,TCP,1175,0.036,197,0,332150,0,1,0,0,0,ddos
14.191.128.242,35.38.226.251,6322,53,ICMP,1056,4.649,15,62,1874,1703,1,1,0,0,normal
183.87.232.93,112.198.79.254,5924,443,TCP,1408,0.1,341,0,87779,0,1,0,0,0,ddos
142.83.143.193,7.162.7.202,16179,25,ICMP,1370,4.517,61,13,5773,5984,0,0,0,0,normal
160.27.172.117,112.198.79.254,7011,80,TCP,889,0.046,838,0,179602,0,1,0,0,0,ddos
221.60.114.106,102.40.82.88,46873,80,TCP,117,4.961,23,61,7852,5819,1,1,0,0,normal
128.59.9.32,5.212.198.215,11679,80,TCP,345,1.254,53,5,2961,680,0,0,0,0,normal
62.165.205.26,112.198.79.254,17181,80,TCP,524,0.09,292,0,387869,0,1,0,0,0,ddos
176.42.57.87,54.44.131.230,4098,25,TCP,1324,4.477,94,52,8925,9985,1,0,1,0,normal
108.19.118.175,142.138.45.169,53108,25,ICMP,993,1.337,42,19,8287,1379,1,0,0,0,normal
107.105.73.165,112.198.79.254,26768,443,TCP,642,0.003,368,0,470694,0,1,0,0,0,ddos
213.254.91.101,112.198.79.254,41407,80,TCP,1186,0.032,411,0,452319,0,1,0,0,0,ddos
161.139.219.28,112.198.79.254,33414,80,TCP,650,0.023,934,0,473959,0,1,0,0,0,ddos
138.199.112.251,85.148.225.97,36959,22,UDP,1325,4.092,17,93,4037,5782,0,1,1,0,normal
18.41.106.210,89.2.173.214,4264,25,ICMP,1428,1.012,19,47,2564,4338,0,1,1,0,normal
231.80.191.201,254.79.159.189,42966,7546,TCP,60,0.001,1,0,60,0,1,0,0,1,port_scan
232.238.131.116,112.198.79.254,39578,443,TCP,737,0.08,538,0,239363,0,1,0,0,0,ddos
170.197.205.230,112.198.79.254,9210,443,TCP,1203,0.005,546,0,67296,0,1,0,0,0,ddos
76.68.138.86,128.99.236.230,64042,22,UDP,576,2.839,84,84,5464,7014,1,1,1,0,normal
137.210.21.223,169.74.131.214,39822,25,ICMP,813,3.1,9,96,7420,4263,1,0,1,0,normal
123.238.232.215,49.98.189.130,49904,53,UDP,936,0.872,93,24,7296,3487,0,0,0,0,normal
106.201.100.248,180.223.230.202,53367,25,TCP,1083,2.884,47,90,2197,1851,1,1,0,0,normal
232.113.237.250,33.112.220.19,9648,53,UDP,1212,0.667,64,8,8296,7721,0,0,0,0,normal
231.80.191.201,254.79.159.189,48265,54075,TCP,60,0.001,1,0,60,0,1,0,0,0,port_scan
179.228.6.203,112.198.79.254,62776,443,TCP,1388,0.097,798,0,453769,0,1,0,0,0,ddos
17.43.84.173,112.198.79.254,61524,443,TCP,755,0.052,934,0,210736,0,1,0,0,0,ddos
167.95.106.200,112.198.79.254,35800,443,TCP,1423,0.024,803,0,446136,0,1,0,0,0,ddos
219.220.163.195,98.64.69.158,47068,443,TCP,779,3.654,42,6,6217,1827,1,0,1,0,normal
128.3.4.17,198.44.79.143,29524,25,UDP,324,2.777,73,22,1325,4744,1,0,1,0,normal
22.158.182.103,112.198.79.254,20905,80,TCP,1274,0.028,133,0,100633,0,1,0,0,0,ddos
146.34.227.181,198.226.104.145,41808,21,UDP,1194,4.915,61,36,1566,7856,1,0,0,0,normal
205.147.248.70,74.235.47.134,22747,21,TCP,230,4.798,97,97,6937,4253,1,0,0,0,normal
1.206.207.85,234.236.56.222,48668,443,ICMP,1142,2.506,86,15,4930,8378,0,0,1,0,normal
39.11.53.120,195.134.73.6,23471,25,TCP,1403,1.339,33,19,3679,6999,0,1,1,0,normal
194.210.54.118,117.248.4.172,41001,443,ICMP,1215,2.642,87,54,8049,5243,0,1,0,0,normal
53.124.69.158,99.124.229.82,62937,22,ICMP,498,4.781,35,60,6899,4809,1,0,0,0,normal
105.23.46.48,112.198.79.254,57732,443,TCP,889,0.099,570,0,242870,0,1,0,0,0,ddos
50.194.25.198,41.60.221.198,54803,21,ICMP,349,1.371,52,38,2263,931,1,0,0,0,normal
144.211.201.101,77.247.116.123,43984,21,TCP,450,3.693,82,11,7279,5054,1,0,1,0,normal
85.9.74.20,195.27.150.111,38703,25,ICMP,1500,2.508,84,2,332,2059,1,1,0,0,normal
238.255.184.217,112.198.79.254,38020,443,TCP,544,0.045,392,0,368707,0,1,0,0,0,ddos
91.15.3.176,112.198.79.254,16939,80,TCP,534,0.077,154,0,341565,0,1,0,0,0,ddos
220.232.119.189,210.210.81.243,50221,53,UDP,634,1.006,67,17,921,2944,0,1,1,0,normal
45.179.106.146,148.83.121.43,55140,21,UDP,1372,4.51,26,44,1435,3394,1,1,0,0,normal
254.88.199.185,234.189.81.243,8456,25,UDP,1398,3.787,31,3,4700,4397,1,1,0,0,normal
109.56.181.53,55.92.191.99,17146,53,ICMP,1003,2.112,53,19,667,9132,0,1,1,0,normal
231.80.191.201,254.79.159.189,42796,49439,TCP,60,0.001,1,0,60,0,1,0,0,0,port_scan
37.86.209.98,84.169.184.33,18226,53,ICMP,339,3.549,34,86,3239,6101,0,1,0,0,normal
170.203.42.197,112.32.193.147,9107,21,ICMP,255,4.315,30,30,7684,3261,1,0,0,0,normal
178.134.62.138,112.198.79.254,30199,80,TCP,1347,0.023,639,0,452015,0,1,0,0,0,ddos
26.203.162.241,252.122.150.128,65140,21,TCP,1190,2.116,25,87,7126,9054,1,1,0,0,normal
85.145.229.219,124.187.131.247,65311,22,TCP,1222,0.066,58,41,514,6810,0,1,1,0,normal
15.204.165.36,112.198.79.254,3761,443,TCP,1109,0.023,270,0,311621,0,1,0,0,0,ddos
231.80.191.201,254.79.159.189,43480,33114,TCP,60,0.001,1,0,60,0,1,0,0,1,port_scan
167.79.128.131,253.138.148.62,36219,25,TCP,284,2.118,96,95,5489,6408,0,0,1,0,normal
141.209.58.196,112.198.79.254,53177,443,TCP,825,0.019,318,0,81594,0,1,0,0,0,ddos
141.124.25.158,9.30.124.5,44388,53,ICMP,553,2.523,75,13,6049,6676,0,1,0,0,normal
231.80.191.201,254.79.159.189,42346,19071,TCP,60,0.001,1,0,60,0,1,0,0,1,port_scan
29.54.177.72,60.218.80.142,31377,25,TCP,790,2.047,43,87,6828,2176,1,0,0,0,normal
14.150.254.214,112.198.79.254,15134,443,TCP,764,0.099,443,0,363560,0,1,0,0,0,ddos
49.60.103.229,20.136.244.87,3718,25,TCP,1317,1.462,6,43,193,4826,0,0,0,0,normal
240.225.73.143,60.179.227.190,40477,53,TCP,858,4.01,35,66,6000,9767,0,1,0,0,normal
177.1.11.117,76.201.106.52,26070,25,ICMP,913,0.32,56,59,5430,1566,0,1,1,0,normal
34.137.175.130,182.160.20.187,18748,53,UDP,1491,0.379,50,27,3211,2205,0,1,1,0,normal
231.80.191.201,254.79.159.189,47861,1981,TCP,60,0.001,1,0,60,0,1,0,0,1,port_scan
150.150.45.133,112.198.79.254,25182,443,TCP,976,0.012,720,0,147049,0,1,0,0,0,ddos
213.38.77.246,13.127.250.106,37962,443,UDP,1184,3.764,18,71,686,6909,1,0,0,0,normal
184.195.154.176,176.136.227.222,21076,21,UDP,139,1.923,30,26,5667,145,1,0,0,0,normal
69.190.140.140,112.198.79.254,49915,443,TCP,1299,0.016,415,0,179454,0,1,0,0,0,ddos
205.61.14.99,112.198.79.254,21576,80,TCP,789,0.012,566,0,414244,0,1,0,0,0,ddos
47.204.203.59,112.198.79.254,12084,443,TCP,529,0.055,248,0,114953,0,1,0,0,0,ddos
210.99.65.207,130.232.170.220,23115,53,ICMP,926,0.836,3,68,9089,3799,1,1,0,0,normal
199.178.124.66,204.34.117.81,43508,443,ICMP,470,0.811,8,19,8783,8262,1,1,1,0,normal
93.234.22.13,235.255.71.83,20376,53,UDP,992,1.22,82,16,898,1568,0,1,1,0,normal
244.224.44.37,64.193.131.117,63315,443,ICMP,232,4.257,44,72,7014,851,0,0,0,0,normal
75.73.32.187,229.53.164.26,6938,25,ICMP,994,4.331,48,94,5255,8085,0,1,1,0,normal
140.137.27.247,197.146.42.121,25256,25,ICMP,835,2.696,45,25,7888,1391,1,1,1,0,normal
181.68.89.75,10.208.252.112,6067,25,UDP,1085,2.956,55,70,4808,1993,0,1,0,0,normal
153.150.67.11,241.57.156.195,15162,53,UDP,1091,2.088,53,21,4877,8624,1,0,1,0,normal
231.80.191.201,254.79.159.189,42689,5528,TCP,60,0.001,1,0,60,0,1,0,0,1,port_scan
149.86.181.91,103.119.41.129,13985,53,ICMP,912,4.046,44,11,9754,7994,1,0,1,0,normal
87.42.146.56,213.21.46.200,60809,22,ICMP,87,1.011,98,2,9912,1875,0,1,1,0,normal
118.36.96.80,112.198.79.254,45327,80,TCP,827,0.064,744,0,168060,0,1,0,0,0,ddos
204.216.231.202,199.85.68.74,16701,443,ICMP,1287,3.2,42,91,8665,9025,0,1,0,0,normal
231.80.191.201,254.79.159.189,48666,47128,TCP,60,0.001,1,0,60,0,1,0,0,1,port_scan
8.218.23.193,105.31.68.91,59878,22,TCP,230,4.899,27,59,8529,1413,1,0,1,0,normal
231.80.191.201,254.79.159.189,42559,44124,TCP,60,0.001,1,0,60,0,1,0,0,1,port_scan
231.80.191.201,254.79.159.189,49247,34067,TCP,60,0.001,1,0,60,0,1,0,0,1,port_scan
93.52.168.217,63.205.179.235,41421,21,UDP,1267,3.503,68,72,1661,3840,0,1,0,0,normal
119.174.127.160,84.18.153.47,60349,22,ICMP,721,2.284,85,14,6195,7620,1,0,0,0,normal
210.175.178.245,184.120.239.194,48704,25,UDP,480,2.576,65,29,9974,6092,0,0,1,0,normal
140.54.49.123,193.221.230.106,11694,25,ICMP,1072,1.415,13,14,8223,5847,0,0,1,0,normal
84.90.112.133,142.168.97.249,48871,25,ICMP,1293,1.21,81,70,6044,2041,1,0,1,0,normal
57.20.201.29,88.24.103.250,23059,22,UDP,1491,3.469,41,14,8088,5650,0,1,0,0,normal
73.201.31.11,112.198.79.254,7235,80,TCP,1195,0.088,105,0,122665,0,1,0,0,0,ddos
231.80.191.201,254.79.159.189,44431,41097,TCP,60,0.001,1,0,60,0,1,0,0,0,port_scan
13.75.102.152,251.128.163.180,7420,25,UDP,644,2.558,13,9,6025,795,1,0,0,0,normal
191.136.92.118,219.78.189.85,39308,22,ICMP,1229,4.722,26,36,638,2171,0,1,1,0,normal
190.249.165.142,112.198.79.254,17961,80,TCP,1389,0.089,154,0,211991,0,1,0,0,0,ddos
241.189.115.254,221.197.245.203,18115,25,ICMP,380,4.232,69,53,748,3425,0,1,1,0,normal
167.70.216.146,215.12.116.234,55694,21,TCP,195,2.374,43,10,522,8652,0,0,1,0,normal
231.80.191.201,254.79.159.189,44897,40801,TCP,60,0.001,1,0,60,0,1,0,0,1,port_scan
71.223.69.61,107.203.154.35,50344,25,TCP,1154,2.54,48,61,6742,929,1,0,0,0,normal
206.185.38.187,102.217.123.157,19508,53,TCP,709,4.836,1,97,7318,715,0,0,0,0,normal
76.85.56.52,94.103.190.137,26690,22,UDP,98,0.493,28,98,6604,2053,1,0,1,0,normal
136.211.40.159,112.198.79.254,63089,80,TCP,687,0.012,679,0,147304,0,1,0,0,0,ddos
231.80.191.201,254.79.159.189,41635,31551,TCP,60,0.001,1,0,60,0,1,0,0,0,port_scan
229.24.242.139,112.198.79.254,58280,443,TCP,1350,0.018,550,0,345227,0,1,0,0,0,ddos
224.142.254.194,244.56.68.176,49793,21,TCP,883,0.019,27,8,706,3162,0,1,1,0,normal
81.236.94.235,112.198.79.254,39771,80,TCP,831,0.09,130,0,111161,0,1,0,0,0,ddos
180.253.0.249,6.241.68.219,28098,25,ICMP,574,3.287,84,86,3837,5658,0,0,0,0,normal
231.80.191.201,254.79.159.189,46474,63491,TCP,60,0.001,1,0,60,0,1,0,0,1,port_scan
89.176.126.95,240.145.68.239,15418,80,UDP,567,0.557,97,71,2171,7022,1,0,1,0,normal
136.36.191.179,108.3.68.46,36266,25,TCP,626,0.89,20,80,1254,9284,1,1,1,0,normal
234.177.88.94,112.198.79.254,5616,80,TCP,1137,0.099,464,0,200697,0,1,0,0,0,ddos
116.15.207.2,112.198.79.254,52798,80,TCP,1279,0.04,229,0,237008,0,1,0,0,0,ddos
20.158.218.168,250.3.81.103,29318,53,ICMP,685,1.92,3,96,2874,9787,1,0,0,0,normal
141.246.168.36,130.87.24.97,46702,22,TCP,947,1.318,54,8,4038,5792,1,0,0,0,normal
122.205.167.109,112.198.79.254,4587,443,TCP,836,0.081,980,0,89591,0,1,0,0,0,ddos
82.51.53.94,239.123.141.173,44954,80,ICMP,161,0.699,40,99,2427,3017,0,0,1,0,normal
125.77.112.187,67.183.210.112,47786,80,ICMP,919,0.159,61,99,5565,9769,1,1,0,0,normal
6.153.10.231,159.108.23.198,51995,22,TCP,1422,1.111,92,47,3579,7563,1,1,1,0,normal
160.56.186.94,112.198.79.254,6401,443,TCP,1362,0.035,287,0,300202,0,1,0,0,0,ddos
142.250.153.222,186.168.90.204,55337,80,TCP,845,0.473,31,12,2863,887,1,1,0,0,normal
185.218.207.205,194.227.92.198,28010,53,TCP,236,2.695,38,40,567,3823,1,0,1,0,normal
236.196.169.15,112.198.79.254,52420,80,TCP,1210,0.032,411,0,311339,0,1,0,0,0,ddos
90.91.122.98,15.197.131.8,55977,443,UDP,669,3.71,47,23,9301,5203,0,0,1,0,normal
197.112.104.49,251.231.177.248,25439,21,TCP,608,0.101,35,21,6507,1615,1,0,1,0,normal
148.203.5.150,112.198.79.254,51894,443,TCP,535,0.059,152,0,342423,0,1,0,0,0,ddos
208.171.12.248,240.0.218.20,51269,22,ICMP,167,0.815,66,27,482,7750,1,0,1,0,normal
231.80.191.201,254.79.159.189,41173,61400,TCP,60,0.001,1,0,60,0,1,0,0,0,port_scan
220.241.215.22,56.253.192.133,50927,443,UDP,363,1.928,21,35,7241,5529,0,0,1,0,normal
6.127.60.218,112.198.79.254,1940,80,TCP,1241,0.087,568,0,86998,0,1,0,0,0,ddos
184.47.79.209,87.8.184.107,29104,443,UDP,467,2.791,9,42,4438,2618,1,1,0,0,normal
57.49.141.98,86.122.70.216,12378,53,UDP,1312,3.207,78,69,4696,4760,1,1,0,0,normal
231.80.191.201,254.79.159.189,41115,11907,TCP,60,0.001,1,0,60,0,1,0,0,0,port_scan
137.247.2.198,247.62.75.101,19699,80,UDP,579,4.247,84,9,9767,5222,0,0,1,0,normal
231.80.191.201,254.79.159.189,47633,48444,TCP,60,0.001,1,0,60,0,1,0,0,0,port_scan
105.208.215.98,92.194.121.126,23400,25,TCP,1473,0.709,47,76,6080,2085,0,0,0,0,normal
142.100.213.84,39.119.236.187,30119,443,ICMP,401,1.215,19,36,4655,5448,1,0,0,0,normal
174.97.32.34,18.207.124.74,39607,25,ICMP,752,2.932,40,25,2117,516,1,1,0,0,normal
203.181.162.33,172.122.58.182,9149,443,ICMP,1472,0.536,86,1,3049,9933,0,0,0,0,normal
22.68.237.177,247.235.206.12,63049,25,TCP,480,4.252,31,89,8529,6557,1,1,1,0,normal
15.141.68.14,82.75.243.2,29043,25,TCP,276,0.28,29,27,2410,9567,0,1,1,0,normal
125.230.1.127,112.198.79.254,36306,443,TCP,1344,0.037,788,0,497440,0,1,0,0,0,ddos
114.201.240.17,112.198.79.254,15879,443,TCP,1108,0.088,326,0,54325,0,1,0,0,0,ddos
157.44.76.64,71.147.105.136,15474,22,TCP,1372,4.558,87,58,1406,1206,0,1,0,0,normal
156.150.104.89,112.198.79.254,56711,80,TCP,603,0.021,563,0,304551,0,1,0,0,0,ddos
249.15.50.48,208.115.205.92,54341,53,TCP,982,4.557,30,90,4606,6179,0,1,1,0,normal
153.180.217.153,140.67.171.186,3617,25,UDP,139,2.576,42,62,125,1926,1,0,0,0,normal
187.136.147.2,173.107.30.153,59964,80,UDP,877,0.551,68,29,8431,352,1,1,1,0,normal
198.194.88.85,49.43.130.225,47605,25,UDP,1297,0.423,11,28,838,8294,1,0,1,0,normal
128.191.245.104,179.213.204.249,39338,80,TCP,448,0.623,79,26,6831,4060,0,0,1,0,normal
34.222.246.7,66.140.224.41,40391,25,UDP,828,3.592,82,94,9197,8810,1,1,1,0,normal
142.187.138.226,106.124.130.72,48609,53,UDP,664,2.089,12,76,4613,1781,1,1,1,0,normal
38.155.12.104,68.3.159.162,36191,22,UDP,872,0.124,51,7,4395,246,1,0,0,0,normal
224.161.42.104,53.112.103.57,9555,22,TCP,108,2.578,23,80,2937,6794,0,1,0,0,normal
231.80.191.201,254.79.159.189,40460,37644,TCP,60,0.001,1,0,60,0,1,0,0,0,port_scan
251.225.101.171,251.117.219.60,41050,80,UDP,812,1.771,17,76,2073,9571,0,0,0,0,normal
173.191.223.231,106.140.174.123,7179,21,TCP,1002,0.996,7,37,4967,775,1,1,0,0,normal
201.167.209.201,112.198.79.254,1203,443,TCP,843,0.083,959,0,50678,0,1,0,0,0,ddos
146.213.184.231,112.198.79.254,33428,443,TCP,1091,0.044,130,0,491623,0,1,0,0,0,ddos
65.121.128.206,153.184.73.25,22232,53,ICMP,1426,4.889,26,14,5526,6070,1,1,0,0,normal
